id,direction,from,to,date,4:00-5:00am,5:00-6:00am,6:00-7:00am,7:00-8:00am,8:00-9:00am 
6108,west,east,west,2009-04-29,78,100,115,126,103
6109,north,south,north,2009-04-30,56,120,138,121,107
6110,south,north,south,2009-05-01,74,105,112,103,70
6111,east,west,east,2009-05-02,75,89,102,130,75
6112,west,east,west,2009-05-03,58,104,92,116,83
6113,north,south,north,2009-05-04,47,75,89,91,88
6114,south,north,south,2009-05-05,83,105,111,110,86
6115,east,west,east,2009-05-06,75,75,118,98,85
6116,west,east,west,2009-05-07,52,72,93,132,94
6117,north,south,north,2009-05-08,83,107,100,107,99
6118,south,north,south,2009-05-09,58,91,102,90,88
6119,east,west,east,2009-05-10,38,91,128,108,115
6120,west,east,west,2009-05-11,69,107,116,106,94
6121,north,south,north,2009-05-12,43,86,119,114,87
6122,south,north,south,2009-05-13,40,82,88,101,122
6123,east,west,east,2009-05-14,34,62,99,109,73
6124,west,east,west,2009-05-15,51,79,90,97,71
6125,north,south,north,2009-05-16,72,75,81,111,99
6126,south,north,south,2009-05-17,40,62,82,103,95
6127,east,west,east,2009-05-18,45,96,83,101,104
6128,west,east,west,2009-05-19,43,82,121,116,122
6129,north,south,north,2009-05-20,75,103,81,93,75
6130,south,north,south,2009-05-21,60,62,82,95,122
6131,east,west,east,2009-05-22,37,69,123,118,82
6132,west,east,west,2009-05-23,41,64,85,120,75
6133,north,south,north,2009-05-24,66,67,97,130,68
6134,south,north,south,2009-05-25,67,91,104,122,105
6135,east,west,east,2009-05-26,58,101,124,91,68
6136,west,east,west,2009-05-27,61,79,83,105,109
6137,north,south,north,2009-05-28,50,67,117,104,84
6138,south,north,south,2009-05-29,73,98,92,97,74
6139,east,west,east,2009-05-30,83,57,87,112,91
6140,west,east,west,2009-05-31,54,101,123,122,116
6141,north,south,north,2009-06-01,52,62,87,104,62
6142,south,north,south,2009-06-02,40,78,82,105,78
6143,east,west,east,2009-06-03,37,66,121,103,113
6144,west,east,west,2009-06-04,77,79,73,123,72
6145,north,south,north,2009-06-05,57,99,92,83,68
6146,south,north,south,2009-06-06,49,97,98,122,96
6147,east,west,east,2009-06-07,50,59,108,118,93
6148,west,east,west,2009-06-08,66,86,111,99,72
6149,north,south,north,2009-06-09,66,73,103,109,66
6150,south,north,south,2009-06-10,69,54,77,120,66
6151,east,west,east,2009-06-11,72,53,75,122,81
6152,west,east,west,2009-06-12,53,73,91,107,112
6153,north,south,north,2009-06-13,55,61,82,123,60
6154,south,north,south,2009-06-14,34,69,107,92,113
6155,east,west,east,2009-06-15,58,63,92,86,113
6156,west,east,west,2009-06-16,51,57,107,121,79
6157,north,south,north,2009-06-17,67,61,92,111,104
6158,south,north,south,2009-06-18,72,87,113,121,101
6159,east,west,east,2009-06-19,72,78,99,116,75
6160,west,east,west,2009-06-20,57,70,73,104,61
6161,north,south,north,2009-06-21,41,61,107,122,113
6162,south,north,south,2009-06-22,42,90,93,105,64
6163,east,west,east,2009-06-23,51,71,92,108,86
6164,west,east,west,2009-06-24,76,88,92,109,101
6165,north,south,north,2009-06-25,72,64,95,108,77
6166,south,north,south,2009-06-26,68,73,77,118,83
6167,east,west,east,2009-06-27,36,73,111,93,90
6168,west,east,west,2009-06-28,73,55,85,97,61
6169,north,south,north,2009-06-29,42,99,77,92,74
6170,south,north,south,2009-06-30,48,96,111,121,82
6171,east,west,east,2009-07-01,35,49,78,67,76
6172,west,east,west,2009-07-02,66,79,75,62,95
6173,north,south,north,2009-07-03,48,78,74,96,92
6174,south,north,south,2009-07-04,35,44,79,71,75
6175,east,west,east,2009-07-05,65,45,83,81,60
6176,west,east,west,2009-07-06,34,50,65,80,77
6177,north,south,north,2009-07-07,35,68,65,100,53
6178,south,north,south,2009-07-08,27,49,91,70,68
6179,east,west,east,2009-07-09,30,45,80,87,52
6180,west,east,west,2009-07-10,31,48,64,87,88
6181,north,south,north,2009-07-11,70,78,77,80,95
6182,south,north,south,2009-07-12,46,84,93,96,79
6183,east,west,east,2009-07-13,35,60,93,86,69
6184,west,east,west,2009-07-14,51,44,60,68,85
6185,north,south,north,2009-07-15,69,82,57,71,58
6186,south,north,south,2009-07-16,28,63,91,81,90
6187,east,west,east,2009-07-17,44,52,79,80,57
6188,west,east,west,2009-07-18,51,77,96,89,93
6189,north,south,north,2009-07-19,34,85,98,85,87
6190,south,north,south,2009-07-20,46,80,75,100,95
6191,east,west,east,2009-07-21,34,66,95,103,94
6192,west,east,west,2009-07-22,30,78,64,71,82
6193,north,south,north,2009-07-23,70,44,75,82,75
6194,south,north,south,2009-07-24,27,44,93,84,60
6195,east,west,east,2009-07-25,35,50,98,65,83
6196,west,east,west,2009-07-26,69,69,81,82,58
6197,north,south,north,2009-07-27,34,85,91,64,96
6198,south,north,south,2009-07-28,68,42,98,80,69
6199,east,west,east,2009-07-29,31,51,100,105,81
6200,west,east,west,2009-07-30,45,43,60,70,58
6201,north,south,north,2009-07-31,68,48,58,86,76
6202,south,north,south,2009-08-01,73,92,102,77,57
6203,east,west,east,2009-08-02,64,55,111,75,87
6204,west,east,west,2009-08-03,54,73,91,100,82
6205,north,south,north,2009-08-04,49,56,73,105,96
6206,south,north,south,2009-08-05,66,74,72,81,72
6207,east,west,east,2009-08-06,38,92,88,77,58
6208,west,east,west,2009-08-07,52,52,83,71,77
6209,north,south,north,2009-08-08,56,51,111,71,64
6210,south,north,south,2009-08-09,56,87,108,93,94
6211,east,west,east,2009-08-10,39,64,82,100,53
6212,west,east,west,2009-08-11,49,64,110,82,68
6213,north,south,north,2009-08-12,46,92,72,115,67
6214,south,north,south,2009-08-13,72,86,70,108,63
6215,east,west,east,2009-08-14,36,72,74,117,100
6216,west,east,west,2009-08-15,36,57,66,95,87
6217,north,south,north,2009-08-16,64,82,69,117,99
6218,south,north,south,2009-08-17,75,47,71,74,80
6219,east,west,east,2009-08-18,35,84,85,82,70
6220,west,east,west,2009-08-19,67,82,90,105,86
6221,north,south,north,2009-08-20,36,50,93,89,60
6222,south,north,south,2009-08-21,52,51,73,89,67
6223,east,west,east,2009-08-22,49,88,83,109,73
6224,west,east,west,2009-08-23,36,52,102,105,87
6225,north,south,north,2009-08-24,56,73,102,93,82
6226,south,north,south,2009-08-25,75,54,88,111,83
6227,east,west,east,2009-08-26,48,81,109,115,71
6228,west,east,west,2009-08-27,70,49,77,116,68
6229,north,south,north,2009-08-28,67,71,109,75,54
6230,south,north,south,2009-08-29,50,68,65,106,63
6231,east,west,east,2009-08-30,52,56,102,82,89
6232,west,east,west,2009-08-31,36,91,94,81,59
6233,north,south,north,2009-09-01,71,80,90,131,69
6234,south,north,south,2009-09-02,83,89,92,138,82
6235,east,west,east,2009-09-03,61,70,109,137,99
6236,west,east,west,2009-09-04,56,100,89,139,119
6237,north,south,north,2009-09-05,71,86,121,124,107
6238,south,north,south,2009-09-06,65,62,91,102,110
6239,east,west,east,2009-09-07,70,92,81,104,119
6240,west,east,west,2009-09-08,58,70,111,89,104
6241,north,south,north,2009-09-09,57,80,85,128,120
6242,south,north,south,2009-09-10,44,103,85,101,104
6243,east,west,east,2009-09-11,80,66,97,101,98
6244,west,east,west,2009-09-12,81,93,124,118,116
6245,north,south,north,2009-09-13,41,61,82,131,85
6246,south,north,south,2009-09-14,59,91,102,98,101
6247,east,west,east,2009-09-15,38,68,119,121,70
6248,west,east,west,2009-09-16,43,62,120,111,107
6249,north,south,north,2009-09-17,37,88,104,111,88
6250,south,north,south,2009-09-18,34,57,88,97,74
6251,east,west,east,2009-09-19,57,105,108,102,111
6252,west,east,west,2009-09-20,68,89,98,110,90
6253,north,south,north,2009-09-21,72,74,119,135,105
6254,south,north,south,2009-09-22,36,101,102,90,72
6255,east,west,east,2009-09-23,50,80,130,108,118
6256,west,east,west,2009-09-24,39,80,99,135,102
6257,north,south,north,2009-09-25,33,101,87,92,121
6258,south,north,south,2009-09-26,39,60,115,93,123
6259,east,west,east,2009-09-27,76,103,101,108,96
6260,west,east,west,2009-09-28,54,59,112,89,118
6261,north,south,north,2009-09-29,41,97,107,136,67
6262,south,north,south,2009-09-30,58,60,93,131,72
6263,east,west,east,2009-10-01,57,105,122,118,119
6264,west,east,west,2009-10-02,39,84,145,115,123
6265,north,south,north,2009-10-03,84,114,101,113,95
6266,south,north,south,2009-10-04,75,68,123,122,100
6267,east,west,east,2009-10-05,89,86,116,116,100
6268,west,east,west,2009-10-06,47,87,134,122,87
6269,north,south,north,2009-10-07,50,112,133,122,106
6270,south,north,south,2009-10-08,71,84,105,146,82
6271,east,west,east,2009-10-09,69,93,99,117,103
6272,west,east,west,2009-10-10,54,94,150,127,133
6273,north,south,north,2009-10-11,72,79,98,139,105
6274,south,north,south,2009-10-12,38,105,103,118,92
6275,east,west,east,2009-10-13,57,117,138,127,92
6276,west,east,west,2009-10-14,90,78,98,141,94
6277,north,south,north,2009-10-15,57,97,131,118,77
6278,south,north,south,2009-10-16,66,106,125,126,111
6279,east,west,east,2009-10-17,49,100,144,143,111
6280,west,east,west,2009-10-18,86,109,132,126,94
6281,north,south,north,2009-10-19,67,86,148,153,136
6282,south,north,south,2009-10-20,60,102,117,125,116
6283,east,west,east,2009-10-21,89,97,123,133,111
6284,west,east,west,2009-10-22,65,103,145,122,121
6285,north,south,north,2009-10-23,43,120,127,120,85
6286,south,north,south,2009-10-24,78,84,147,129,78
6287,east,west,east,2009-10-25,59,85,105,135,104
6288,west,east,west,2009-10-26,68,114,114,108,124
6289,north,south,north,2009-10-27,54,84,142,147,96
6290,south,north,south,2009-10-28,50,93,102,126,133
6291,east,west,east,2009-10-29,46,96,101,157,106
6292,west,east,west,2009-10-30,89,76,106,135,125
6293,north,south,north,2009-10-31,54,101,101,121,114
6294,south,north,south,2009-11-01,77,78,132,115,77
6295,east,west,east,2009-11-02,39,76,123,124,92
6296,west,east,west,2009-11-03,67,68,117,120,85
6297,north,south,north,2009-11-04,82,105,123,98,82
6298,south,north,south,2009-11-05,66,81,118,100,105
6299,east,west,east,2009-11-06,70,80,94,98,126
6300,west,east,west,2009-11-07,50,113,140,129,90
6301,north,south,north,2009-11-08,67,86,133,107,98
6302,south,north,south,2009-11-09,77,112,121,129,107
6303,east,west,east,2009-11-10,44,68,107,115,88
6304,west,east,west,2009-11-11,71,79,91,142,105
6305,north,south,north,2009-11-12,61,62,132,98,109
6306,south,north,south,2009-11-13,67,105,128,121,86
6307,east,west,east,2009-11-14,35,92,114,143,123
6308,west,east,west,2009-11-15,61,93,106,146,91
6309,north,south,north,2009-11-16,37,72,106,142,80
6310,south,north,south,2009-11-17,58,88,123,141,119
6311,east,west,east,2009-11-18,35,83,99,103,104
6312,west,east,west,2009-11-19,38,62,102,99,124
6313,north,south,north,2009-11-20,53,106,129,108,94
6314,south,north,south,2009-11-21,51,94,130,124,82
6315,east,west,east,2009-11-22,70,73,94,117,112
6316,west,east,west,2009-11-23,48,72,130,141,84
6317,north,south,north,2009-11-24,48,114,131,145,77
6318,south,north,south,2009-11-25,75,90,129,98,103
6319,east,west,east,2009-11-26,57,73,127,98,82
6320,west,east,west,2009-11-27,71,88,92,123,99
6321,north,south,north,2009-11-28,68,107,94,107,75
6322,south,north,south,2009-11-29,69,93,122,100,81
6323,east,west,east,2009-11-30,66,100,111,103,120
6324,west,east,west,2009-12-01,35,66,91,97,52
6325,north,south,north,2009-12-02,71,83,101,99,82
6326,south,north,south,2009-12-03,35,51,94,69,64
6327,east,west,east,2009-12-04,52,67,100,84,67
6328,west,east,west,2009-12-05,31,42,83,106,87
6329,north,south,north,2009-12-06,65,48,75,86,71
6330,south,north,south,2009-12-07,29,62,74,82,51
6331,east,west,east,2009-12-08,61,45,78,83,47
6332,west,east,west,2009-12-09,35,46,66,81,76
6333,north,south,north,2009-12-10,51,85,74,87,52
6334,south,north,south,2009-12-11,64,48,93,103,70
6335,east,west,east,2009-12-12,70,63,92,87,96
6336,west,east,west,2009-12-13,29,69,62,97,69
6337,north,south,north,2009-12-14,34,64,66,104,56
6338,south,north,south,2009-12-15,51,45,74,80,91
6339,east,west,east,2009-12-16,29,51,62,69,85
6340,west,east,west,2009-12-17,54,52,98,70,49
6341,north,south,north,2009-12-18,62,47,57,83,88
6342,south,north,south,2009-12-19,31,44,78,64,89
6343,east,west,east,2009-12-20,46,80,95,65,69
6344,west,east,west,2009-12-21,27,44,94,88,47
6345,north,south,north,2009-12-22,69,82,66,63,49
6346,south,north,south,2009-12-23,46,50,95,98,59
6347,east,west,east,2009-12-24,50,47,93,97,65
6348,west,east,west,2009-12-25,35,79,77,87,78
6349,north,south,north,2009-12-26,30,83,61,96,52
6350,south,north,south,2009-12-27,53,59,81,84,51
6351,east,west,east,2009-12-28,61,60,78,85,89
6352,west,east,west,2009-12-29,31,43,65,87,73
6353,north,south,north,2009-12-30,63,84,95,82,54
6354,south,north,south,2009-12-31,48,84,80,101,57
6355,east,west,east,2010-01-01,49,55,70,73,58
6356,west,east,west,2010-01-02,38,67,93,92,68
6357,north,south,north,2010-01-03,66,93,111,108,102
6358,south,north,south,2010-01-04,54,93,114,78,73
6359,east,west,east,2010-01-05,72,90,96,119,80
6360,west,east,west,2010-01-06,55,74,112,108,65
6361,north,south,north,2010-01-07,50,87,70,97,93
6362,south,north,south,2010-01-08,33,53,84,108,64
6363,east,west,east,2010-01-09,34,88,85,114,96
6364,west,east,west,2010-01-10,48,87,84,102,63
6365,north,south,north,2010-01-11,51,51,95,101,69
6366,south,north,south,2010-01-12,38,72,111,96,96
6367,east,west,east,2010-01-13,41,84,69,76,80
6368,west,east,west,2010-01-14,59,91,95,110,86
6369,north,south,north,2010-01-15,39,51,95,75,98
6370,south,north,south,2010-01-16,74,87,93,90,59
6371,east,west,east,2010-01-17,40,76,69,84,91
6372,west,east,west,2010-01-18,54,92,71,81,82
6373,north,south,north,2010-01-19,78,54,76,115,61
6374,south,north,south,2010-01-20,55,59,88,93,91
6375,east,west,east,2010-01-21,67,59,103,80,95
6376,west,east,west,2010-01-22,33,70,77,96,74
6377,north,south,north,2010-01-23,30,89,84,73,82
6378,south,north,south,2010-01-24,69,96,88,91,91
6379,east,west,east,2010-01-25,34,68,87,72,67
6380,west,east,west,2010-01-26,67,51,114,90,107
6381,north,south,north,2010-01-27,33,54,91,113,92
6382,south,north,south,2010-01-28,37,66,87,99,94
6383,east,west,east,2010-01-29,50,76,91,117,86
6384,west,east,west,2010-01-30,37,76,105,80,93
6385,north,south,north,2010-01-31,31,92,93,76,54
6386,south,north,south,2010-02-01,70,67,93,91,90
6387,east,west,east,2010-02-02,77,59,104,108,79
6388,west,east,west,2010-02-03,44,76,118,132,115
6389,north,south,north,2010-02-04,48,70,131,124,119
6390,south,north,south,2010-02-05,78,58,125,120,98
6391,east,west,east,2010-02-06,46,85,93,90,86
6392,west,east,west,2010-02-07,64,69,101,121,72
6393,north,south,north,2010-02-08,49,86,121,92,106
6394,south,north,south,2010-02-09,61,76,97,95,84
6395,east,west,east,2010-02-10,74,76,112,100,119
6396,west,east,west,2010-02-11,75,58,92,119,98
6397,north,south,north,2010-02-12,58,66,113,95,115
6398,south,north,south,2010-02-13,85,58,129,129,126
6399,east,west,east,2010-02-14,71,85,83,120,95
6400,west,east,west,2010-02-15,39,87,89,120,82
6401,north,south,north,2010-02-16,50,70,93,120,106
6402,south,north,south,2010-02-17,65,85,106,138,110
6403,east,west,east,2010-02-18,67,84,100,104,86
6404,west,east,west,2010-02-19,54,60,126,94,72
6405,north,south,north,2010-02-20,54,80,112,108,108
6406,south,north,south,2010-02-21,54,84,97,91,100
6407,east,west,east,2010-02-22,85,104,119,104,79
6408,west,east,west,2010-02-23,47,99,108,98,113
6409,north,south,north,2010-02-24,78,71,82,138,104
6410,south,north,south,2010-02-25,68,102,102,133,91
6411,east,west,east,2010-02-26,85,62,129,90,86
6412,west,east,west,2010-02-27,42,67,82,115,84
6413,north,south,north,2010-02-28,72,87,125,126,112
6414,south,north,south,2010-03-01,70,112,154,144,131
6415,east,west,east,2010-03-02,76,75,117,142,117
6416,west,east,west,2010-03-03,58,121,101,145,126
6417,north,south,north,2010-03-04,48,85,136,119,143
6418,south,north,south,2010-03-05,66,90,109,124,113
6419,east,west,east,2010-03-06,70,80,151,118,101
6420,west,east,west,2010-03-07,87,69,105,162,81
6421,north,south,north,2010-03-08,42,75,129,118,128
6422,south,north,south,2010-03-09,76,112,113,131,129
6423,east,west,east,2010-03-10,47,86,131,109,118
6424,west,east,west,2010-03-11,43,104,103,117,96
6425,north,south,north,2010-03-12,69,83,106,160,112
6426,south,north,south,2010-03-13,49,88,132,157,126
6427,east,west,east,2010-03-14,89,104,133,161,101
6428,west,east,west,2010-03-15,73,97,149,161,107
6429,north,south,north,2010-03-16,81,72,151,110,83
6430,south,north,south,2010-03-17,75,100,148,147,141
6431,east,west,east,2010-03-18,45,110,148,113,102
6432,west,east,west,2010-03-19,38,106,104,155,100
6433,north,south,north,2010-03-20,63,120,110,158,82
6434,south,north,south,2010-03-21,43,96,125,131,97
6435,east,west,east,2010-03-22,60,122,105,131,90
6436,west,east,west,2010-03-23,50,96,106,159,129
6437,north,south,north,2010-03-24,68,84,116,138,97
6438,south,north,south,2010-03-25,83,72,118,115,133
6439,east,west,east,2010-03-26,87,83,106,153,107
6440,west,east,west,2010-03-27,56,87,117,150,96
6441,north,south,north,2010-03-28,50,97,152,154,94
6442,south,north,south,2010-03-29,48,123,144,110,85
6443,east,west,east,2010-03-30,71,105,152,125,107
6444,west,east,west,2010-03-31,89,110,150,111,120
6445,north,south,north,2010-04-01,53,88,100,141,134
6446,south,north,south,2010-04-02,41,88,98,157,123
6447,east,west,east,2010-04-03,66,92,134,154,106
6448,west,east,west,2010-04-04,91,68,134,131,138
6449,north,south,north,2010-04-05,38,68,150,119,144
6450,south,north,south,2010-04-06,67,124,120,118,105
6451,east,west,east,2010-04-07,60,82,128,109,123
6452,west,east,west,2010-04-08,86,76,141,152,115
